length time_per_increment
1 5.01645e-09
2 5.37774e-09
4 5.4594e-09
8 5.37971e-09
16 5.39536e-09
32 5.41379e-09
64 5.36071e-09
128 5.32088e-09
256 5.28126e-09
512 5.23323e-09
1024 5.21059e-09
2048 5.21083e-09
4096 5.25312e-09
8192 5.84627e-09
16384 5.83781e-09
32768 5.82808e-09
65536 5.80716e-09
131072 5.82892e-09
262144 5.97619e-09
524288 8.44328e-09
1.04858e+06 3.02274e-08
2.09715e+06 3.36102e-08
4.1943e+06 3.69688e-08
8.38861e+06 3.71522e-08
