length time_per_increment
1 5.05401e-09
2 5.38026e-09
4 5.36821e-09
8 5.36661e-09
16 5.34987e-09
32 5.27068e-09
64 5.22977e-09
128 5.21445e-09
256 1.05122e-08
512 6.1882e-09
1024 6.14597e-09
2048 6.13632e-09
4096 6.19093e-09
8192 6.25405e-09
16384 6.2231e-09
32768 6.21411e-09
65536 6.21529e-09
131072 7.43674e-09
262144 7.44971e-09
524288 7.88578e-09
1.04858e+06 1.28074e-08
2.09715e+06 1.40519e-08
4.1943e+06 1.43098e-08
8.38861e+06 1.44718e-08
