length time_per_increment
1 5.12652e-09
2 5.34643e-09
4 5.32572e-09
8 5.29729e-09
16 5.28858e-09
32 5.25508e-09
64 5.24742e-09
128 5.25003e-09
256 7.14789e-09
512 7.37332e-09
1024 7.37061e-09
2048 7.34744e-09
4096 7.38512e-09
8192 7.51424e-09
16384 7.5098e-09
32768 7.54344e-09
65536 7.50461e-09
131072 6.28236e-09
262144 6.29747e-09
524288 6.66429e-09
1.04858e+06 1.24491e-08
