length time_per_increment
1 5.05445e-09
2 5.38709e-09
4 5.36726e-09
8 5.33487e-09
16 5.27544e-09
32 5.26967e-09
64 5.27944e-09
128 5.24716e-09
256 8.28088e-09
512 6.80659e-09
1024 6.792e-09
2048 6.75566e-09
4096 6.73067e-09
8192 6.79062e-09
16384 6.79084e-09
32768 6.79394e-09
65536 6.7865e-09
131072 6.7887e-09
262144 6.80483e-09
524288 6.85763e-09
1.04858e+06 7.14502e-09
2.09715e+06 7.19869e-09
4.1943e+06 7.31996e-09
8.38861e+06 7.55344e-09
