length time_per_increment
1 5.00412e-09
2 5.36228e-09
4 5.3219e-09
8 5.31312e-09
16 5.30599e-09
32 5.26736e-09
64 5.23396e-09
128 5.21627e-09
256 7.96348e-09
512 6.60825e-09
1024 6.56629e-09
2048 6.5577e-09
4096 6.60057e-09
8192 6.77043e-09
16384 6.71414e-09
32768 6.71334e-09
65536 6.71113e-09
131072 6.71232e-09
262144 6.74509e-09
524288 7.44939e-09
1.04858e+06 1.5617e-08
2.09715e+06 1.74791e-08
4.1943e+06 1.75955e-08
8.38861e+06 1.7806e-08
