length time_per_increment
1 5.15829e-09
2 5.38375e-09
4 5.24388e-09
8 5.27771e-09
16 5.26972e-09
32 5.2181e-09
64 5.11733e-09
128 5.12372e-09
256 7.61957e-09
512 6.38763e-09
1024 6.36352e-09
2048 6.41128e-09
4096 6.36379e-09
8192 6.42593e-09
16384 6.43812e-09
32768 6.59131e-09
65536 6.66518e-09
131072 6.91961e-09
262144 7.48616e-09
524288 8.64597e-09
1.04858e+06 1.13991e-08
