length time_per_increment
1 5.12592e-09
2 5.34505e-09
4 5.27325e-09
8 5.27279e-09
16 5.32374e-09
32 5.28551e-09
64 5.2135e-09
128 5.28737e-09
256 7.68551e-09
512 6.47289e-09
1024 6.48401e-09
2048 6.41894e-09
4096 6.4567e-09
8192 6.52258e-09
16384 6.54083e-09
32768 6.72179e-09
65536 6.83829e-09
131072 7.06048e-09
262144 7.67845e-09
524288 8.84472e-09
1.04858e+06 1.4569e-08
