length time_per_increment
1 5.13178e-09
2 5.43683e-09
4 5.55086e-09
8 5.38122e-09
16 5.43597e-09
32 5.63552e-09
64 5.27019e-09
128 5.31581e-09
256 5.24008e-09
512 5.19652e-09
1024 5.14943e-09
2048 5.1804e-09
4096 5.17214e-09
8192 5.96568e-09
16384 6.00119e-09
32768 1.30017e-08
65536 1.30465e-08
131072 1.34125e-08
262144 1.4101e-08
524288 1.56636e-08
1.04858e+06 3.99995e-08
