length time_per_increment
1 5.02792e-09
2 5.36284e-09
4 5.37602e-09
8 5.33354e-09
16 5.31954e-09
32 5.26628e-09
64 5.27145e-09
128 5.25341e-09
256 7.84719e-09
512 6.51603e-09
1024 6.50861e-09
2048 6.50928e-09
4096 6.50528e-09
8192 6.51441e-09
16384 6.51478e-09
32768 6.50766e-09
65536 6.51356e-09
131072 6.51275e-09
262144 6.53456e-09
524288 6.64712e-09
1.04858e+06 7.77226e-09
2.09715e+06 8.0171e-09
4.1943e+06 8.22638e-09
8.38861e+06 8.44199e-09
