length time_per_increment
1 5.0055e-09
2 5.33583e-09
4 5.33822e-09
8 5.33506e-09
16 5.33559e-09
32 5.31721e-09
64 5.31078e-09
128 5.29272e-09
256 5.25358e-09
512 5.22229e-09
1024 5.21655e-09
2048 5.21425e-09
4096 5.19876e-09
8192 5.958e-09
16384 5.97137e-09
32768 5.96847e-09
65536 5.95953e-09
131072 5.98097e-09
262144 6.27503e-09
524288 8.72353e-09
1.04858e+06 3.07562e-08
2.09715e+06 3.45836e-08
4.1943e+06 3.51322e-08
8.38861e+06 3.53784e-08
