length time_per_increment
1 5.17348e-09
2 5.50661e-09
4 5.39494e-09
8 5.36048e-09
16 5.33567e-09
32 5.29244e-09
64 5.28386e-09
128 5.30171e-09
256 5.2665e-09
512 5.25517e-09
1024 5.242e-09
2048 5.24392e-09
4096 5.23588e-09
8192 5.74264e-09
16384 5.75176e-09
32768 5.76947e-09
65536 5.75403e-09
131072 5.82008e-09
262144 5.9462e-09
524288 7.2231e-09
1.04858e+06 2.98603e-08
