length time_per_increment
1 4.96134e-09
2 5.35278e-09
4 5.39907e-09
8 5.22863e-09
16 5.31022e-09
32 5.20611e-09
64 5.13278e-09
128 5.26473e-09
256 5.27245e-09
512 6.37564e-09
1024 6.39223e-09
2048 6.4234e-09
4096 6.38617e-09
8192 6.70814e-09
16384 6.66545e-09
32768 6.81904e-09
65536 6.94599e-09
131072 7.35149e-09
262144 7.76311e-09
524288 9.1613e-09
1.04858e+06 2.05057e-08
